"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","21","19","0","17","17.1","2.6","0.15","15.756","17.438","11.642","7.266"
"6","21","20","0","2","16.2","2.1","0.15","1.903","16.238","0.826","0"
"6","21","21","0","0","15.6","0.5","0.15","0","15.6","0","0"
"6","21","22","0","0","15.3","2.1","0.15","0","15.3","0","0"
"6","21","23","0","0","14.5","1","0.15","0","14.5","0","0"
"6","22","0","0","0","13.6","1.5","0.15","0","13.6","0","0"
"6","22","1","0","0","12.6","1.5","0.15","0","12.6","0","0"
"6","22","2","0","0","12.2","1","0.15","0","12.2","0","0"
"6","22","3","0","0","11.5","2.6","0.15","0","0","0","0"
"6","22","4","0","21","11.4","1","0.15","19.49","11.967","13.203","8.771"
"6","22","5","122","85","12.6","0","0.15","83.819","15.956","65.148","58.876"
"6","22","6","331","134","14.1","1.5","0.15","219.276","19.967","178.791","168.492"
"6","22","7","519","154","15.4","1.5","0.15","404.422","26.372","343.684","327.543"
"6","22","8","629","175","16.2","3.1","0.15","601.382","28.188","509.164","487.158"
"6","22","9","723","171","17.1","1","0.15","774.261","40.724","620.95","594.983"
"6","22","10","725","191","18.2","1.5","0.15","879.688","41.989","698.06","669.361"
"6","22","11","593","288","19.2","2.6","0.15","893.399","38.536","714.98","685.681"
"6","22","12","607","278","20.3","2.6","0.15","903.89","39.863","719.5","690.042"
"6","22","13","606","260","20.8","3.1","0.15","854.225","37.767","687.379","659.059"
"6","22","14","422","310","20.8","1.5","0.15","682.403","39.238","546.38","523.056"
"6","22","15","528","219","21.5","1.5","0.15","600.71","37.771","487.844","466.595"
"6","22","16","94","237","21.8","1.5","0.15","275.14","29.246","226.955","214.949"
"6","22","17","13","181","21.9","0","0.15","171.062","28.892","139.567","130.658"
"6","22","18","69","108","21.4","3.1","0.15","105.46","23.482","83.646","76.718"
"6","22","19","0","24","20.2","3.6","0.15","22.266","20.605","16.487","11.94"
"6","22","20","0","2","19.5","5.1","0.15","1.903","19.524","0.81","0"
"6","22","21","0","0","18.9","5.1","0.15","0","18.9","0","0"
"6","22","22","0","0","18.1","5.1","0.15","0","18.1","0","0"
"6","22","23","0","0","16.7","4.1","0.15","0","16.7","0","0"
"6","23","0","0","0","15.7","5.1","0.15","0","15.7","0","0"
"6","23","1","0","0","15.4","5.1","0.15","0","15.4","0","0"
"6","23","2","0","0","14.8","4.6","0.15","0","14.8","0","0"
"6","23","3","0","0","14.9","4.1","0.15","0","0","0","0"
"6","23","4","0","10","15.5","3.6","0.15","9.261","15.662","5.914","1.741"
"6","23","5","0","51","16.2","2.1","0.15","47.258","17.328","38.392","33.068"
"6","23","6","33","146","18.2","5.7","0.15","143.278","20.193","119.926","111.713"
"6","23","7","74","221","19.2","7.7","0.15","244.003","21.956","206.563","195.28"
"6","23","8","16","250","19.2","6.2","0.15","246.222","22.428","205.835","194.578"
"6","23","9","220","368","20.1","7.7","0.15","546.287","26.254","457.825","437.639"
"6","23","10","441","325","21.3","6.7","0.15","751.251","30.644","620.501","594.551"
"6","23","11","184","373","22.6","5.7","0.15","560.429","30.359","459.107","438.876"
"6","23","12","15","380","22.8","6.7","0.15","380.392","27.51","310.619","295.649"
"6","23","13","11","365","22.5","5.1","0.15","360.585","27.855","294.143","279.757"
"6","23","14","11","328","22.5","5.7","0.15","322.169","26.957","264.085","250.764"
"6","23","15","30","259","22.1","6.2","0.15","270.679","25.648","223.741","211.85"
"6","23","16","11","204","22","3.6","0.15","196.689","25.61","162.217","152.506"
"6","23","17","2","134","16.9","4.1","0.15","124.604","19.03","104.762","97.086"
"6","23","18","4","90","16.8","3.6","0.15","82.299","18.314","68.279","61.896"
"6","23","19","0","38","17.1","2.6","0.15","34.345","17.837","26.298","21.402"
"6","23","20","0","3","16.8","4.1","0.15","2.854","16.841","1.263","0"
"6","23","21","0","0","16.1","4.1","0.15","0","16.1","0","0"
"6","23","22","0","0","15.8","3.1","0.15","0","15.8","0","0"
"6","23","23","0","0","15.7","3.1","0.15","0","15.7","0","0"
"6","24","0","0","0","14.8","3.1","0.15","0","14.8","0","0"
"6","24","1","0","0","14.3","3.6","0.15","0","14.3","0","0"
"6","24","2","0","0","13.8","3.1","0.15","0","13.8","0","0"
"6","24","3","0","0","13.3","3.6","0.15","0","0","0","0"
"6","24","4","0","13","13.9","2.6","0.15","12.046","14.148","7.805","3.565"
"6","24","5","0","50","14.4","4.6","0.15","46.375","15.14","37.999","32.689"
"6","24","6","109","151","15.5","4.6","0.15","169.792","18.196","142.203","133.201"
"6","24","7","0","105","15.2","4.1","0.15","97.736","16.867","81.588","74.733"
"6","24","8","0","144","15.7","5.1","0.15","134.621","17.706","112.268","104.326"
"6","24","9","43","288","16.4","6.2","0.15","314.878","20.523","265.538","252.165"
"6","24","10","25","343","17.8","5.1","0.15","351.213","23.019","292.343","278.02"
"6","24","11","26","367","19","6.2","0.15","378.02","23.938","313.299","298.234"
"6","24","12","26","369","19.8","6.2","0.15","380.284","24.767","314.112","299.018"
"6","24","13","256","405","19.8","5.1","0.15","662.079","29.658","545.895","522.588"
"6","24","14","145","346","18.6","6.2","0.15","469.725","24.754","393.864","375.944"
"6","24","15","224","313","19.4","6.2","0.15","467.26","25.536","393.941","376.018"
"6","24","16","144","270","17.5","6.2","0.15","336.744","21.929","287.751","273.591"
"6","24","17","124","175","17.9","5.7","0.15","205.271","20.75","172.408","162.335"
"6","24","18","3","90","17.6","5.1","0.15","82.17","18.83","68.066","61.691"
"6","24","19","0","18","17.7","5.1","0.15","16.685","17.947","12.347","7.946"
"6","24","20","0","2","17.1","4.1","0.15","1.903","17.127","0.822","0"
"6","24","21","0","0","16.4","3.6","0.15","0","16.4","0","0"
"6","24","22","0","0","15.8","2.6","0.15","0","15.8","0","0"
"6","24","23","0","0","15.6","2.6","0.15","0","15.6","0","0"
"6","25","0","0","0","14.7","3.1","0.15","0","14.7","0","0"
"6","25","1","0","0","14.8","3.1","0.15","0","14.8","0","0"
"6","25","2","0","0","14.1","3.1","0.15","0","14.1","0","0"
"6","25","3","0","0","14.5","2.1","0.15","0","0","0","0"
"6","25","4","0","9","14.4","2.6","0.15","8.333","14.571","5.253","1.103"
"6","25","5","0","50","14.8","0.5","0.15","46.367","16.421","37.777","32.475"
"6","25","6","0","115","14.8","1.5","0.15","106.048","17.675","89.339","82.21"
"6","25","7","9","184","16","2","0.15","175.848","20.276","147.997","138.789"
"6","25","8","12","252","16.5","0","0.15","245.469","26.496","201.853","190.737"
"6","25","9","3","175","17.1","1","0.15","166.813","22.162","136.745","127.936"
"6","25","10","3","199","17.6","1","0.15","190.456","23.372","155.331","145.863"
"6","25","11","61","336","18.5","1","0.15","391.645","30.374","317.51","302.296"
"6","25","12","26","369","19.3","1.5","0.15","380.294","29.524","308.326","293.437"
"6","25","13","404","425","21","2.1","0.15","822.281","40.543","651.093","624.058"
"6","25","14","275","345","21","3.1","0.15","586.712","32.643","480.169","459.191"
"6","25","15","372","276","20.9","2.1","0.15","541.355","33.805","444.565","424.848"
"6","25","16","341","210","21.4","3.1","0.15","388.846","29.153","326.206","310.684"
"6","25","17","415","129","21.2","3.1","0.15","266.065","26.457","216.141","204.519"
"6","25","18","187","98","20.5","3.6","0.15","112.523","22.518","84.815","77.846"
"6","25","19","0","18","19.4","3.1","0.15","16.685","19.728","12.243","7.846"
"6","25","20","0","1","18.6","3.6","0.15","0.951","18.615","0","0"
"6","25","21","0","0","18.2","5.1","0.15","0","18.2","0","0"
"6","25","22","0","0","17.7","3.6","0.15","0","17.7","0","0"
"6","25","23","0","0","17.6","4.1","0.15","0","17.6","0","0"
"6","26","0","0","0","17.5","4.1","0.15","0","17.5","0","0"
"6","26","1","0","0","17","4.1","0.15","0","17","0","0"
"6","26","2","0","0","16.3","3.6","0.15","0","16.3","0","0"
"6","26","3","0","0","16.4","4.1","0.15","0","0","0","0"
"6","26","4","0","5","16.2","4.1","0.15","4.626","16.275","2.779","0"
"6","26","5","0","50","16.3","3.1","0.15","46.358","17.223","37.632","32.335"
"6","26","6","0","63","16","3.6","0.15","58.551","17.078","48.277","42.603"
"6","26","7","12","182","16.1","3.1","0.15","175.416","19.589","148.054","138.845"
"6","26","8","11","251","16.7","3.1","0.15","243.84","21.538","204.454","193.246"
"6","26","9","109","355","18.9","4.6","0.15","435.813","25.822","363.52","346.675"
"6","26","10","127","391","20.4","3.1","0.15","512.674","30.553","419.213","400.395"
"6","26","11","493","363","22.8","3.1","0.15","871.459","40.088","691.619","663.149"
"6","26","12","47","349","23.2","4.6","0.15","391.844","29.407","318.503","303.253"
"6","26","13","25","350","23.1","3.6","0.15","358.927","29.655","290.974","276.7"
"6","26","14","2","183","22.1","6.2","0.15","173.824","24.373","141.166","132.2"
"6","26","15","0","153","21.5","3.1","0.15","143.231","24.339","116.246","108.163"
"6","26","16","167","303","22.3","2.6","0.15","380.85","30.564","315.555","300.41"
"6","26","17","5","133","22.2","2.1","0.15","124.756","25.178","102.213","94.628"
"6","26","18","0","67","21.3","5.7","0.15","61.799","22.161","49.962","44.228"
"6","26","19","0","18","20.3","3.1","0.15","16.685","20.628","12.19","7.795"
"6","26","20","0","1","19","1.5","0.15","0.951","19.022","0","0"
"6","26","21","0","0","18.4","0","0.15","0","18.4","0","0"
"6","26","22","0","0","18.7","0","0.15","0","18.7","0","0"
"6","26","23","0","0","18","0","0.15","0","18","0","0"
"6","27","0","0","0","18.5","0.5","0.15","0","18.5","0","0"
"6","27","1","0","0","17.2","1","0.15","0","17.2","0","0"
"6","27","2","0","0","16.2","0","0.15","0","16.2","0","0"
"6","27","3","0","0","16.4","0","0.15","0","0","0","0"
"6","27","4","0","5","16.3","0","0.15","4.626","16.478","2.747","0"
"6","27","5","0","27","16.7","1.5","0.15","25.039","17.378","19.752","15.088"
"6","27","6","0","63","17.2","1.5","0.15","58.551","18.788","47.926","42.264"
"6","27","7","0","104","18.3","2.6","0.15","96.802","20.399","79.619","72.834"
"6","27","8","0","143","18.5","1.5","0.15","133.676","22.107","109.49","101.647"
"6","27","9","1","175","17.1","5.1","0.15","165.191","19.557","136.77","127.96"
"6","27","10","3","198","16.7","2.1","0.15","189.494","21.19","155.889","146.401"
"6","27","11","3","211","18.1","0.5","0.15","202.442","25.122","163.881","154.111"
"6","27","12","3","213","18.4","2.6","0.15","204.437","22.803","167.047","157.164"
"6","27","13","3","203","19.6","2.1","0.15","194.469","24.206","158.031","148.467"
"6","27","14","16","321","20.5","2.6","0.15","319.596","27.396","261.561","248.329"
"6","27","15","15","268","19.7","3.1","0.15","264.004","24.934","218.443","206.739"
"6","27","16","11","203","19.7","3.1","0.15","195.808","23.591","162.781","153.05"
"6","27","17","0","75","18","3.6","0.15","69.745","19.283","57.255","51.263"
"6","27","18","0","37","16.1","4.6","0.15","34.336","16.648","27.711","22.765"
"6","27","19","0","24","15.3","2.6","0.15","22.266","15.778","16.878","12.316"
"6","27","20","0","2","15.5","2.1","0.15","1.903","15.538","0.83","0"
"6","27","21","0","0","14.5","2.6","0.15","0","14.5","0","0"
"6","27","22","0","0","14","1.5","0.15","0","14","0","0"
"6","27","23","0","0","13.6","1","0.15","0","13.6","0","0"
"6","28","0","0","0","13.2","0","0.15","0","13.2","0","0"
"6","28","1","0","0","13.1","1","0.15","0","13.1","0","0"
"6","28","2","0","0","12.9","2.1","0.15","0","12.9","0","0"
"6","28","3","0","0","12.8","3.1","0.15","0","0","0","0"
"6","28","4","0","15","12.8","3.6","0.15","13.906","13.04","8.772","4.498"
"6","28","5","0","49","13.6","4.1","0.15","45.462","14.376","37.32","32.034"
"6","28","6","0","113","13.5","5.1","0.15","104.216","15.061","88.687","81.58"
"6","28","7","0","103","13.8","5.7","0.15","95.869","15.133","80.559","73.741"
"6","28","8","0","143","14.5","4.6","0.15","133.677","16.624","111.961","104.031"
"6","28","9","43","287","15.7","5.1","0.15","313.805","20.371","264.809","251.462"
"6","28","10","255","394","17.8","4.6","0.15","642.144","27.998","533.333","510.471"
"6","28","11","61","335","17.4","3.1","0.15","390.632","25.126","323.275","307.857"
"6","28","12","260","424","17.6","3.1","0.15","700.647","31.479","572.757","548.498"
"6","28","13","149","385","17.7","4.6","0.15","531.489","26.132","442.299","422.663"
"6","28","14","126","360","19.8","4.6","0.15","468.159","27.233","388.461","370.733"
"6","28","15","481","248","21.2","7.2","0.15","597.403","28.284","502.831","481.05"
"6","28","16","440","189","21","6.7","0.15","426.289","26.329","363.043","346.216"
"6","28","17","213","170","20.9","6.7","0.15","232.014","23.783","192.161","181.388"
"6","28","18","43","100","20.4","4.1","0.15","95.505","22.023","76.784","70.1"
"6","28","19","0","18","19.6","5.1","0.15","16.685","19.847","12.234","7.837"
"6","28","20","0","1","18.7","4.1","0.15","0.951","18.714","0","0"
"6","28","21","0","0","15.1","5.1","0.15","0","15.1","0","0"
"6","28","22","0","0","14.9","1.5","0.15","0","14.9","0","0"
"6","28","23","0","0","14.6","3.6","0.15","0","14.6","0","0"
"6","29","0","0","0","13.8","4.1","0.15","0","13.8","0","0"
"6","29","1","0","0","13.7","4.1","0.15","0","13.7","0","0"
"6","29","2","0","0","12.9","5.1","0.15","0","12.9","0","0"
"6","29","3","0","0","12.8","4.1","0.15","0","0","0","0"
"6","29","4","0","19","12.9","5.7","0.15","17.63","13.129","11.077","6.721"
"6","29","5","80","82","13.8","5.7","0.15","76.905","14.856","61.196","55.064"
"6","29","6","165","153","14.2","5.7","0.15","186.67","16.781","156.347","146.843"
"6","29","7","371","194","15.9","6.7","0.15","365.345","20.462","316.009","300.848"
"6","29","8","122","276","16.2","6.2","0.15","350.386","20.801","299.089","284.527"
"6","29","9","12","310","16.8","6.2","0.15","304.666","20.787","255.951","242.918"
"6","29","10","11","355","17","7.2","0.15","350.264","21.126","293.415","279.055"
"6","29","11","11","379","17.8","7.7","0.15","375.358","22.011","313.062","298.005"
"6","29","12","11","382","18.6","8.2","0.15","378.533","22.656","314.88","299.759"
"6","29","13","257","404","18.3","5.1","0.15","662.447","28.163","549.379","525.949"
"6","29","14","134","355","19.1","8.7","0.15","469.955","23.934","395.091","377.128"
"6","29","15","17","267","19.4","5.7","0.15","264.506","23.067","220.525","208.747"
"6","29","16","271","249","18.1","5.1","0.15","389.149","23.925","332.314","316.575"
"6","29","17","376","139","18.2","8.2","0.15","262.554","21.015","218.489","206.783"
"6","29","18","141","107","17.8","5.7","0.15","114.605","19.368","89.817","82.671"
"6","29","19","1","39","16.4","4.1","0.15","35.131","16.993","27.027","22.106"
"6","29","20","0","3","15.2","5.1","0.15","2.854","15.236","1.275","0"
"6","29","21","0","0","14.5","4.6","0.15","0","14.5","0","0"
"6","29","22","0","0","14.2","5.1","0.15","0","14.2","0","0"
"6","29","23","0","0","13.8","5.1","0.15","0","13.8","0","0"
"6","30","0","0","0","13.6","5.7","0.15","0","13.6","0","0"
"6","30","1","0","0","13.4","5.7","0.15","0","13.4","0","0"
"6","30","2","0","0","12.4","5.1","0.15","0","12.4","0","0"
"6","30","3","0","0","12","4.1","0.15","0","0","0","0"
"6","30","4","0","15","12","4.1","0.15","13.907","12.22","8.532","4.267"
"6","30","5","0","48","13.1","6.2","0.15","44.563","13.686","36.644","31.382"
"6","30","6","68","129","13.2","6.7","0.15","137.649","14.912","116.465","108.375"
"6","30","7","72","219","14.3","8.2","0.15","240.651","16.897","207.701","196.378"
"6","30","8","10","252","15","8.2","0.15","244.135","17.626","207.88","196.551"
"6","30","9","33","295","15.6","7.2","0.15","313.712","19.302","265.654","252.277"
"6","30","10","11","355","16.9","7.2","0.15","350.281","21.026","293.554","279.188"
"6","30","11","139","411","14.8","7.7","0.15","555.757","21.045","470.774","450.129"
"6","30","12","15","379","18.5","7.2","0.15","379.508","22.967","315.426","300.286"
"6","30","13","11","364","14.4","7.2","0.15","359.727","18.636","304.071","289.333"
"6","30","14","11","327","15.2","7.7","0.15","321.328","18.81","271.84","258.244"
"6","30","15","108","309","16.2","7.7","0.15","376.01","20.438","320.819","305.487"
"6","30","16","66","251","16.5","8.2","0.15","273.963","19.454","234.495","222.222"
"6","30","17","12","181","16.8","7.2","0.15","170.901","18.827","145.276","136.164"
"6","30","18","4","90","16","7.2","0.15","82.356","16.977","68.711","62.313"
"6","30","19","0","38","15.6","6.2","0.15","34.333","16.047","26.488","21.586"
"6","30","20","0","3","15.1","4.1","0.15","2.854","15.141","1.275","0"
"6","30","21","0","0","14.6","3.6","0.15","0","14.6","0","0"
"6","30","22","0","0","14.1","4.1","0.15","0","14.1","0","0"
"6","30","23","0","0","13.7","5.1","0.15","0","13.7","0","0"
"7","1","0","0","0","13.2","2.1","0.15","0","13.2","0","0"
"7","1","1","0","0","12.9","2.6","0.15","0","12.9","0","0"
"7","1","2","0","0","12.7","2.1","0.15","0","12.7","0","0"
"7","1","3","0","0","12.6","2.1","0.15","0","0","0","0"
"7","1","4","0","10","12.6","2.1","0.15","9.262","12.803","5.407","1.252"
"7","1","5","0","52","12.6","3.1","0.15","48.03","13.556","39.631","34.263"
"7","1","6","0","118","14.1","3.6","0.15","108.687","16.101","92.262","85.03"
"7","1","7","0","106","15.3","3.6","0.15","98.665","17.112","82.354","75.472"
"7","1","8","132","275","16.7","2.6","0.15","355.776","24.408","299.772","285.186"
"7","1","9","13","313","18.9","5.1","0.15","308.437","23.489","256.548","243.494"
"7","1","10","11","358","19.3","3.6","0.15","353.285","25.752","290.783","276.516"
"7","1","11","12","383","19.7","3.6","0.15","380.389","26.642","311.759","296.749"
"7","1","12","12","386","20.9","4.1","0.15","383.586","27.403","313.39","298.322"
"7","1","13","12","368","21.3","3.1","0.15","364.693","28.51","296.85","282.368"
"7","1","14","141","356","22.1","4.1","0.15","477.118","30.215","391.701","373.858"
"7","1","15","18","271","22.3","3.1","0.15","269.145","27.637","220.488","208.712"
"7","1","16","6","212","22.5","3.1","0.15","201.675","26.508","165.8","155.961"
"7","1","17","4","140","22","3.6","0.15","130.847","24.407","107.774","99.992"
"7","1","18","0","40","21.8","2.1","0.15","37.128","22.687","29.26","24.26"
"7","1","19","0","11","21.5","2.1","0.15","10.186","21.74","7.207","2.988"
"7","1","20","0","1","16.7","4.6","0.15","0.951","16.713","0","0"
"7","1","21","0","0","17","0.5","0.15","0","17","0","0"
"7","1","22","0","0","16.9","1.5","0.15","0","16.9","0","0"
"7","1","23","0","0","16.9","2.1","0.15","0","16.9","0","0"
"7","2","0","0","0","17.2","1","0.15","0","17.2","0","0"
"7","2","1","0","0","16.7","0","0.15","0","16.7","0","0"
"7","2","2","0","0","16.6","0.5","0.15","0","16.6","0","0"
"7","2","3","0","0","16.5","0","0.15","0","0","0","0"
"7","2","4","0","13","16.4","0","0.15","12.048","16.847","6.794","2.589"
"7","2","5","0","51","16.8","0","0.15","47.145","18.726","37.998","32.688"
"7","2","6","0","116","17.5","2.1","0.15","106.875","20.053","89.215","82.09"
"7","2","7","10","185","17.9","1.5","0.15","177.193","22.694","147.805","138.604"
"7","2","8","0","144","16.8","3.1","0.15","134.629","19.471","111.536","103.62"
"7","2","9","1","176","17","2.1","0.15","166.158","20.942","136.875","128.061"
"7","2","10","60","314","17.7","0.5","0.15","363.302","30.324","294.882","280.47"
"7","2","11","26","365","18.8","1","0.15","376.127","30.197","304.219","289.475"
"7","2","12","26","369","19.4","1.5","0.15","380.438","29.628","308.366","293.476"
"7","2","13","153","384","20.2","2.1","0.15","534.534","32.886","433.452","414.13"
"7","2","14","17","324","20.9","2.6","0.15","323.542","27.882","264.403","251.071"
"7","2","15","16","271","21.3","4.1","0.15","267.748","25.855","220.852","209.063"
"7","2","16","6","211","20.1","4.1","0.15","200.75","23.523","167.022","157.141"
"7","2","17","4","139","19.1","4.1","0.15","129.942","21.321","108.377","100.573"
"7","2","18","0","71","17.7","4.1","0.15","65.314","18.817","53.695","47.828"
"7","2","19","0","11","17.1","5.1","0.15","10.186","17.251","7.367","3.142"
"7","2","20","0","1","16","5.7","0.15","0.951","16.011","0","0"
"7","2","21","0","0","16","3.1","0.15","0","16","0","0"
"7","2","22","0","0","15.3","5.1","0.15","0","15.3","0","0"
"7","2","23","0","0","14.3","5.1","0.15","0","14.3","0","0"
"7","3","0","0","0","14.2","3.1","0.15","0","14.2","0","0"
"7","3","1","0","0","14","3.1","0.15","0","14","0","0"
"7","3","2","0","0","13.9","4.1","0.15","0","13.9","0","0"
"7","3","3","0","0","13.6","4.1","0.15","0","0","0","0"
"7","3","4","0","5","13.1","5.1","0.15","4.626","13.162","2.457","0"
"7","3","5","0","28","12.3","4.6","0.15","25.969","12.714","20.928","16.223"
"7","3","6","0","64","12.4","5.1","0.15","59.484","13.291","49.89","44.158"
"7","3","7","0","105","12.7","5.7","0.15","97.732","14.059","82.583","75.693"
"7","3","8","0","144","12.4","4.6","0.15","134.632","14.539","113.775","105.78"
"7","3","9","1","176","12.4","4.6","0.15","166.161","15.035","140.134","131.205"
"7","3","10","3","200","13","5.1","0.15","191.435","15.844","160.934","151.268"
"7","3","11","3","213","13.5","6.2","0.15","204.4","16.169","171.53","161.488"
"7","3","12","3","214","13.4","4.6","0.15","205.437","16.652","172.04","161.981"
"7","3","13","3","205","13.9","5.1","0.15","196.435","16.817","164.457","154.667"
"7","3","14","2","185","13.7","6.2","0.15","175.78","15.999","147.687","138.49"
"7","3","15","0","156","14","4.1","0.15","146.107","16.485","122.52","114.215"
"7","3","16","0","119","14.1","4.6","0.15","110.915","15.865","93.15","85.885"
"7","3","17","0","78","13.7","3.6","0.15","72.526","15.034","60.718","54.603"
"7","3","18","0","39","13.9","4.1","0.15","36.198","14.519","29.554","24.544"
"7","3","19","0","11","13.8","3.6","0.15","10.186","13.985","7.48","3.252"
"7","3","20","0","1","13.9","3.6","0.15","0.951","13.915","0","0"
"7","3","21","0","0","14","2.6","0.15","0","14","0","0"
"7","3","22","0","0","14.1","2.6","0.15","0","14.1","0","0"
"7","3","23","0","0","14.1","2.6","0.15","0","14.1","0","0"
"7","4","0","0","0","14.1","1.5","0.15","0","14.1","0","0"
"7","4","1","0","0","14.3","2.1","0.15","0","14.3","0","0"
"7","4","2","0","0","14","2.6","0.15","0","14","0","0"
"7","4","3","0","0","13.4","2.6","0.15","0","0","0","0"
"7","4","4","0","19","13.2","3.6","0.15","17.635","13.486","9.615","5.311"
"7","4","5","163","73","14.2","2.6","0.15","73.355","15.744","54.812","48.907"
"7","4","6","361","125","15.6","3.1","0.15","215.347","19.824","173.873","163.748"
"7","4","7","438","168","16.6","3.6","0.15","373.118","23.468","319.343","304.063"
"7","4","8","637","169","17.9","2.6","0.15","594.456","30.823","498.64","477.008"
"7","4","9","699","170","20.4","3.1","0.15","748.364","35.298","613.577","587.872"
"7","4","10","607","247","21.7","4.1","0.15","824.629","35.759","669.997","642.293"
"7","4","11","465","331","22.3","3.6","0.15","810.963","37.16","651.804","624.745"
"7","4","12","269","416","23.8","3.6","0.15","701.493","36.636","562.268","538.381"
"7","4","13","235","424","24","3.6","0.15","653.454","35.959","525.404","502.823"
"7","4","14","446","289","25.4","4.1","0.15","683.852","37.057","552.844","529.291"
"7","4","15","232","311","26.3","3.6","0.15","472.171","34.966","383.847","366.282"
"7","4","16","427","203","26","4.1","0.15","433.48","33.419","358.954","342.272"
"7","4","17","448","125","26.2","3.6","0.15","275.074","31.219","219.309","207.574"
"7","4","18","227","96","25.8","3.6","0.15","117.086","27.89","84.983","78.008"
"7","4","19","4","38","22.4","5.1","0.15","34.25","22.906","25.524","20.656"
"7","4","20","0","2","21.3","4.1","0.15","1.903","21.327","0.801","0"
"7","4","21","0","0","20.2","4.1","0.15","0","20.2","0","0"
"7","4","22","0","0","19.1","4.1","0.15","0","19.1","0","0"
"7","4","23","0","0","18.2","3.1","0.15","0","18.2","0","0"
"7","5","0","0","0","17.5","3.1","0.15","0","17.5","0","0"
"7","5","1","0","0","16.9","3.1","0.15","0","16.9","0","0"
"7","5","2","0","0","17","2.6","0.15","0","17","0","0"
"7","5","3","0","0","16.6","2.1","0.15","0","0","0","0"
"7","5","4","0","19","16.5","2.1","0.15","17.636","16.864","9.012","4.729"
"7","5","5","174","72","17.7","2.6","0.15","73.036","19.234","53.372","47.517"
"7","5","6","357","125","19.2","2.6","0.15","213.749","23.771","169.818","159.837"
"7","5","7","580","124","20.6","1.5","0.15","399.744","31.442","332.641","316.891"
"7","5","8","373","253","21.7","1.5","0.15","496.067","35.135","406.059","387.707"
"7","5","9","539","255","23.4","1.5","0.15","701.633","42.382","557.302","533.591"
"7","5","10","186","344","24.9","2.6","0.15","518.116","36.096","415.819","397.122"
"7","5","11","134","415","25","2.1","0.15","555.166","38.168","440.046","420.49"
"7","5","12","134","419","26.3","3.1","0.15","561.153","37.406","446.044","426.276"
"7","5","13","270","396","26.9","3.1","0.15","667.019","40.122","528.129","505.452"
"7","5","14","442","295","26.1","4.6","0.15","686.526","37.027","554.996","531.366"
"7","5","15","535","217","27.1","3.6","0.15","606.398","38.253","491.686","470.3"
"7","5","16","570","148","27","4.1","0.15","460.304","34.886","380.753","363.297"
"7","5","17","432","125","26.5","3.6","0.15","269.501","31.418","214.664","203.094"
"7","5","18","252","90","26.4","3.6","0.15","115.589","28.454","82.433","75.549"
"7","5","19","28","38","24.9","3.1","0.15","33.537","25.559","24.628","19.791"
"7","5","20","0","3","23.3","2.6","0.15","2.854","23.352","1.216","0"
"7","5","21","0","0","21.3","2.6","0.15","0","21.3","0","0"
"7","5","22","0","0","19.3","2.6","0.15","0","19.3","0","0"
"7","5","23","0","0","19","2.6","0.15","0","19","0","0"
"7","6","0","0","0","18","1.5","0.15","0","18","0","0"
"7","6","1","0","0","17.5","1","0.15","0","17.5","0","0"
"7","6","2","0","0","16.4","1","0.15","0","16.4","0","0"
"7","6","3","0","0","16.3","1","0.15","0","0","0","0"
"7","6","4","0","19","15.5","1.5","0.15","17.637","15.903","8.604","4.336"
"7","6","5","173","71","16.7","0","0.15","71.837","19.541","52.371","46.552"
"7","6","6","359","124","20.1","0.5","0.15","212.885","27.429","166.448","156.586"
"7","6","7","584","122","21","0.5","0.15","399.012","34.967","327.318","311.756"
"7","6","8","697","131","23.2","0.5","0.15","594.613","44.025","473.976","453.217"
"7","6","9","753","146","26.2","0.5","0.15","763.953","52.908","583.469","558.831"
"7","6","10","821","131","27.1","1","0.15","897.2","54.46","677.613","649.638"
"7","6","11","813","158","27.7","1.5","0.15","970.603","53.945","731.721","701.83"
"7","6","12","827","153","28.6","2.6","0.15","987.578","50.001","756.648","725.874"
"7","6","13","819","146","29.2","2.1","0.15","935.644","51.498","714.182","684.912"
"7","6","14","804","124","29.8","2.6","0.15","820.856","47.617","640.237","613.587"
"7","6","15","732","131","30.3","3.6","0.15","663.602","42.519","531.36","508.568"
"7","6","16","628","129","29.9","3.1","0.15","473.234","39.352","385.127","367.517"
"7","6","17","480","116","29.7","2.1","0.15","277.77","36.273","216.527","204.891"
"7","6","18","248","91","29.1","2.6","0.15","115.782","31.531","81.657","74.8"
"7","6","19","26","38","28.2","3.1","0.15","33.5","28.858","24.183","19.362"
"7","6","20","0","3","25.7","3.6","0.15","2.854","25.744","1.198","0"
"7","6","21","0","0","24.4","3.1","0.15","0","24.4","0","0"
"7","6","22","0","0","24.1","2.6","0.15","0","24.1","0","0"
"7","6","23","0","0","22.2","2.6","0.15","0","22.2","0","0"
"7","7","0","0","0","20.8","2.6","0.15","0","20.8","0","0"
"7","7","1","0","0","20","3.6","0.15","0","20","0","0"
"7","7","2","0","0","19.5","3.1","0.15","0","19.5","0","0"
"7","7","3","0","0","18.9","3.1","0.15","0","0","0","0"
